 { -1/6 , 5*sqrt(3)/6 }
 { -1/12 + sqrt(33)/12 , -sqrt(11)/12 + sqrt(3)/4 }
 { 1/3 + sqrt(33)/6 , -sqrt(3) + sqrt(11)/6 }
 { -sqrt(33)/6 - 2/3 , sqrt(11)/6 + sqrt(3)/3 }
 { -sqrt(33)/6 - 1/3 , sqrt(11)/6 + sqrt(3)/3 }
 { -3/2 , -sqrt(11)/2 + sqrt(3)/3 }
 { 7/4 - sqrt(33)/12 , -sqrt(11)/12 - sqrt(3)/12 }
 { 3/2 , -sqrt(3)/2 + sqrt(11)/3 }
 { 1 , sqrt(11)/6 + sqrt(3)/2 }
 { 5/6 - sqrt(33)/6 , -sqrt(3)/3 + sqrt(11)/3 }
 { 1/4 - sqrt(33)/4 , -5*sqrt(3)/12 + sqrt(11)/4 }
 { -1/2 , -sqrt(11)/2 + 2*sqrt(3)/3 }
 { -1/6 , -5*sqrt(3)/6 }
 { -1/6 + sqrt(33)/6 , -sqrt(11)/6 + sqrt(3)/6 }
 { 7/12 - sqrt(33)/4 , -sqrt(3)/4 + sqrt(11)/12 }
 { 3/4 - sqrt(33)/12 , sqrt(3)/12 + sqrt(11)/12 }
 { 7/6 , -sqrt(3)/3 - sqrt(11)/6 }
 { 1/6 , sqrt(11)/6 + sqrt(3)/3 }
 { 1/6 - sqrt(33)/6 , -sqrt(11)/6 - sqrt(3)/6 }
 { 2/3 + sqrt(33)/6 , sqrt(3)/2 }
 { 4/3 , -sqrt(11)/3 }
 { 1/3 - sqrt(33)/6 , -sqrt(3)/6 + sqrt(11)/3 }
 { 1/12 + sqrt(33)/12 , sqrt(11)/12 + 7*sqrt(3)/12 }
 { -5/3 , -sqrt(11)/3 }
 { -5/6 , sqrt(3)/6 }
 { -5/4 + sqrt(33)/12 , -sqrt(11)/4 + sqrt(3)/4 }
 { -5/3 , -sqrt(3)/2 + sqrt(11)/6 }
 { 1/2 , -sqrt(11)/2 + 2*sqrt(3)/3 }
 { 17/12 - sqrt(33)/4 , sqrt(11)/12 + 7*sqrt(3)/12 }
 { -sqrt(33)/12 - 1/4 , -5*sqrt(3)/12 + sqrt(11)/4 }
 { -1/6 , -sqrt(11)/3 - sqrt(3)/2 }
 { 1/2 - sqrt(33)/6 , sqrt(3)/3 }
 { -13/12 + sqrt(33)/12 , -sqrt(11)/4 + sqrt(3)/12 }
 { 2/3 , -sqrt(11)/3 - sqrt(3)/3 }
 { -1/3 + sqrt(33)/6 , sqrt(11)/6 + sqrt(3)/3 }
 { -2/3 + sqrt(33)/6 , sqrt(11)/6 + sqrt(3)/3 }
 { -3/4 - sqrt(33)/12 , sqrt(3)/12 + sqrt(11)/4 }
 { 1/12 - sqrt(33)/4 , -3*sqrt(3)/4 + sqrt(11)/12 }
 { -1/2 , -sqrt(3)/3 + sqrt(11)/6 }
 { 7/12 - sqrt(33)/4 , -sqrt(11)/12 - sqrt(3)/12 }
 { 2/3 + sqrt(33)/6 , -sqrt(3)/6 + sqrt(11)/3 }
 { -7/12 + sqrt(33)/12 , -sqrt(3)/4 - sqrt(11)/12 }
 { 7/4 - sqrt(33)/12 , sqrt(3)/12 + sqrt(11)/12 }
 { -5/12 + sqrt(33)/12 , -5*sqrt(11)/12 + 7*sqrt(3)/12 }
 { -sqrt(33)/12 - 1/12 , -sqrt(11)/12 + 13*sqrt(3)/12 }
 { -sqrt(33)/12 - 5/12 , -7*sqrt(3)/12 + sqrt(11)/4 }
 { -7/12 + sqrt(33)/4 , -11*sqrt(3)/12 + sqrt(11)/12 }
 { 5/12 + sqrt(33)/12 , -5*sqrt(3)/4 + sqrt(11)/4 }
 { sqrt(33)/12 + 3/4 , -sqrt(11)/4 + 7*sqrt(3)/12 }
 { sqrt(33)/12 + 3/4 , -sqrt(3)/4 + sqrt(11)/4 }
 { -7/12 - sqrt(33)/12 , -sqrt(3)/12 + sqrt(11)/4 }
 { 1/6 - sqrt(33)/6 , -sqrt(11)/6 + 5*sqrt(3)/6 }
 { 5/12 - sqrt(33)/12 , -7*sqrt(3)/12 - sqrt(11)/4 }
 { 5/12 - sqrt(33)/12 , -5*sqrt(3)/4 + sqrt(11)/12 }
 { 5/6 , -sqrt(3)/6 + sqrt(11)/3 }
 { 1/12 - sqrt(33)/12 , -sqrt(3)/12 + sqrt(11)/4 }
 { 11/12 - sqrt(33)/12 , sqrt(3)/12 + sqrt(11)/4 }
 { sqrt(33)/12 + 11/12 , -sqrt(11)/12 + 11*sqrt(3)/12 }
 { -13/12 + sqrt(33)/4 , -sqrt(3)/12 + sqrt(11)/12 }
 { 1/4 - sqrt(33)/12 , -sqrt(3)/12 + sqrt(11)/12 }
 { 1/6 - sqrt(33)/6 , -sqrt(3)/2 - sqrt(11)/6 }
 { 7/6 - sqrt(33)/6 , -sqrt(3)/2 + sqrt(11)/6 }
 { 7/12 - sqrt(33)/12 , -sqrt(11)/4 + 11*sqrt(3)/12 }
 { 1/2 , -sqrt(3)/3 + sqrt(11)/6 }
 { 5/12 + sqrt(33)/12 , -sqrt(3)/12 + 5*sqrt(11)/12 }
 { -5/12 + sqrt(33)/12 , -7*sqrt(3)/12 + sqrt(11)/12 }
 { 1/4 - sqrt(33)/12 , -sqrt(11)/12 + 5*sqrt(3)/12 }
 { 1/4 + sqrt(33)/12 , -sqrt(11)/4 - sqrt(3)/4 }
 { 1/4 + sqrt(33)/12 , -5*sqrt(11)/12 + 11*sqrt(3)/12 }
 { -3/4 - sqrt(33)/12 , -sqrt(11)/4 + 7*sqrt(3)/12 }
 { -13/12 - sqrt(33)/12 , -11*sqrt(3)/12 + sqrt(11)/4 }
 { -7/6 + sqrt(33)/6 , sqrt(3)/3 + sqrt(11)/3 }
 { 2/3 , -sqrt(11)/3 + sqrt(3)/3 }
 { 1/4 - sqrt(33)/12 , -5*sqrt(11)/12 + 3*sqrt(3)/4 }
 { 1/12 + sqrt(33)/4 , -5*sqrt(11)/12 + 7*sqrt(3)/12 }
 { -5/12 + sqrt(33)/12 , -5*sqrt(11)/12 - sqrt(3)/12 }
 { -sqrt(33)/6 - 1/6 , 0 }
 { 2/3 - sqrt(33)/6 , -sqrt(11)/6 + sqrt(3) }
 { 1/3 + sqrt(33)/6 , sqrt(11)/6 }
 { 11/12 - sqrt(33)/12 , sqrt(11)/12 + sqrt(3)/4 }
 { -5/12 + sqrt(33)/12 , -sqrt(11)/4 + 5*sqrt(3)/12 }
 { -sqrt(33)/4 - 1/4 , -sqrt(11)/4 + 11*sqrt(3)/12 }
 { -1/2 , sqrt(11)/6 + sqrt(3)/3 }
 { 13/12 - sqrt(33)/4 , -5*sqrt(11)/12 + sqrt(3)/12 }
 { 7/12 - sqrt(33)/4 , sqrt(3)/12 + sqrt(11)/12 }
 { 5/6 + sqrt(33)/6 , -sqrt(11)/6 + sqrt(3)/2 }
 { -3/4 + sqrt(33)/12 , -sqrt(3)/12 + sqrt(11)/4 }
 { -sqrt(33)/12 - 1/12 , -sqrt(11)/4 - sqrt(3)/12 }
 { 2/3 + sqrt(33)/6 , -sqrt(3)/2 + sqrt(11)/3 }
 { 5/12 - sqrt(33)/12 , sqrt(3)/4 + sqrt(11)/4 }
 { -sqrt(33)/6 , -sqrt(11)/6 }
 { 1/6 + sqrt(33)/6 , -sqrt(11)/3 }
 { -7/4 + sqrt(33)/12 , -5*sqrt(3)/12 + sqrt(11)/4 }
 { -1/12 + sqrt(33)/12 , -sqrt(3)/12 + sqrt(11)/4 }
 { -1 + sqrt(33)/6 , -sqrt(11)/3 + sqrt(3)/2 }
 { 1/6 + sqrt(33)/6 , -sqrt(3)/2 + sqrt(11)/6 }
 { 3/2 , -sqrt(3)/3 + sqrt(11)/2 }
 { 5/3 - sqrt(33)/6 , sqrt(11)/6 }
 { sqrt(33)/12 + 7/12 , -5*sqrt(11)/12 + 11*sqrt(3)/12 }
 { 2 - sqrt(33)/6 , sqrt(3)/6 }
 { 1/2 , sqrt(11)/6 + sqrt(3)/3 }
 { 1/6 - sqrt(33)/6 , sqrt(11)/6 + sqrt(3)/2 }
 { 3/2 , -sqrt(3)/2 }
 { -sqrt(33)/6 - 2/3 , -sqrt(3)/2 }
 { -sqrt(33)/6 - 1/3 , -sqrt(3)/2 }
 { 1/6 + sqrt(33)/6 , -sqrt(11)/3 + 2*sqrt(3)/3 }
 { -5/6 + sqrt(33)/3 , sqrt(3)/6 }
 { -sqrt(33)/12 - 1/12 , -3*sqrt(3)/4 + sqrt(11)/12 }
 { -7/4 + sqrt(33)/12 , -sqrt(11)/12 + 11*sqrt(3)/12 }
 { 7/6 , -5*sqrt(3)/6 + sqrt(11)/3 }
 { -1/4 + sqrt(33)/12 , sqrt(11)/12 + 11*sqrt(3)/12 }
 { 13/12 - sqrt(33)/4 , -sqrt(11)/12 + sqrt(3)/12 }
 { 1/3 + sqrt(33)/6 , -sqrt(11)/6 + sqrt(3)/3 }
 { 5/4 - sqrt(33)/12 , -11*sqrt(3)/12 + sqrt(11)/4 }
 { sqrt(33)/12 + 11/12 , -5*sqrt(11)/12 + 7*sqrt(3)/12 }
 { 0 , sqrt(3)/6 + sqrt(11)/6 }
 { 7/12 - sqrt(33)/12 , sqrt(3)/4 + 5*sqrt(11)/12 }
 { -1 + sqrt(33)/6 , -sqrt(11)/6 }
 { 5/3 - sqrt(33)/6 , -sqrt(11)/6 + sqrt(3)/3 }
 { sqrt(33)/12 + 11/12 , -7*sqrt(3)/12 + sqrt(11)/12 }
 { -11/12 - sqrt(33)/12 , -sqrt(11)/12 + 7*sqrt(3)/12 }
 { 1 - sqrt(33)/6 , -sqrt(11)/2 + sqrt(3)/3 }
 { -sqrt(33)/6 - 5/6 , -sqrt(11)/6 + sqrt(3)/2 }
 { 4/3 , -sqrt(11)/6 + sqrt(3)/2 }
 { 7/12 - sqrt(33)/4 , -sqrt(11)/12 + sqrt(3)/4 }
 { 5/12 - sqrt(33)/4 , -sqrt(3)/4 - sqrt(11)/12 }
 { -sqrt(33)/12 - 1/4 , -7*sqrt(3)/12 - sqrt(11)/4 }
 { 5/12 + sqrt(33)/12 , -7*sqrt(3)/12 + sqrt(11)/4 }
 { 2/3 , -sqrt(3)/6 + sqrt(11)/6 }
 { sqrt(33)/12 + 7/12 , -11*sqrt(3)/12 + 5*sqrt(11)/12 }
 { 2/3 - sqrt(33)/6 , -sqrt(11)/3 - sqrt(3)/6 }
 { 1/4 - sqrt(33)/4 , sqrt(3)/4 + sqrt(11)/4 }
 { 1/4 + sqrt(33)/4 , -7*sqrt(3)/12 + sqrt(11)/4 }
 { -13/12 - sqrt(33)/12 , sqrt(3)/12 + sqrt(11)/4 }
 { 1/6 , -sqrt(11)/6 + sqrt(3) }
 { -sqrt(33)/12 - 5/12 , -sqrt(3)/4 + sqrt(11)/4 }
 { -1/4 + sqrt(33)/4 , -3*sqrt(3)/4 + sqrt(11)/4 }
 { -1/4 + sqrt(33)/12 , -3*sqrt(3)/4 + 5*sqrt(11)/12 }
 { 1 - sqrt(33)/6 , 5*sqrt(3)/6 }
 { 5/12 + sqrt(33)/4 , -sqrt(11)/12 + 7*sqrt(3)/12 }
 { -11/12 - sqrt(33)/12 , -sqrt(11)/4 + sqrt(3)/12 }
 { 1/4 - sqrt(33)/12 , -sqrt(3)/12 + 5*sqrt(11)/12 }
 { 5/12 - sqrt(33)/12 , -sqrt(11)/4 - sqrt(3)/4 }
 { -5/4 + sqrt(33)/12 , -5*sqrt(11)/12 + 5*sqrt(3)/12 }
 { -2/3 + sqrt(33)/3 , -sqrt(3)/2 + sqrt(11)/6 }
 { -1/2 + sqrt(33)/6 , -sqrt(11)/2 - sqrt(3)/6 }
 { -3/2 , -sqrt(3)/3 + sqrt(11)/6 }
 { sqrt(33)/12 + 13/12 , -sqrt(11)/4 + 11*sqrt(3)/12 }
 { 1/4 + sqrt(33)/12 , -3*sqrt(3)/4 + sqrt(11)/4 }
 { -5/12 + sqrt(33)/12 , -sqrt(3)/4 + sqrt(11)/12 }
 { 23/12 - sqrt(33)/12 , -sqrt(11)/12 + sqrt(3)/12 }
 { 2/3 , sqrt(3)/3 }
 { -sqrt(33)/12 - 1/4 , sqrt(3)/4 + sqrt(11)/4 }
 { -5/4 + sqrt(33)/12 , -7*sqrt(3)/12 - sqrt(11)/12 }
 { -1/2 , -sqrt(3)/2 }
 { -1 , sqrt(11)/3 }
 { -5/6 + sqrt(33)/6 , 0 }
 { 7/6 , -sqrt(11)/6 + sqrt(3)/3 }
 { 1/6 - sqrt(33)/6 , -sqrt(11)/6 + sqrt(3)/6 }
 { -2/3 , -sqrt(11)/2 + sqrt(3)/2 }
 { -3/4 + sqrt(33)/4 , sqrt(3)/12 + sqrt(11)/4 }
 { -5/4 + sqrt(33)/12 , -sqrt(11)/12 + 5*sqrt(3)/12 }
 { 1/12 + sqrt(33)/4 , -sqrt(3)/4 + sqrt(11)/12 }
 { -sqrt(33)/6 - 1/6 , -sqrt(3)/2 - sqrt(11)/6 }
 { 1/2 , -sqrt(3)/2 }
 { 5/4 - sqrt(33)/12 , sqrt(3)/12 + sqrt(11)/4 }
 { 2/3 , -sqrt(11)/3 + 2*sqrt(3)/3 }
 { sqrt(33)/12 + 7/12 , -3*sqrt(3)/4 + sqrt(11)/4 }
 { sqrt(33)/12 + 3/4 , -sqrt(11)/4 - sqrt(3)/12 }
 { 2/3 - sqrt(33)/6 , -sqrt(11)/3 + sqrt(3)/2 }
 { -sqrt(165)/16 + sqrt(5)/16 , -7*sqrt(3)/48 + 7*sqrt(11)/16 }
 { -7*sqrt(33)/32 - sqrt(165)/32 + sqrt(5)/32 + 7/32 , -3*sqrt(55)/32 - 7*sqrt(3)/96 + sqrt(15)/32 + 7*sqrt(11)/32 }
 { -sqrt(165)/32 - 7/32 + sqrt(5)/32 + 7*sqrt(33)/32 , -7*sqrt(3)/96 - sqrt(15)/32 + 3*sqrt(55)/32 + 7*sqrt(11)/32 }
 { -7*sqrt(33)/32 - sqrt(5)/32 + 7/32 + sqrt(165)/32 , -7*sqrt(11)/32 - 3*sqrt(55)/32 + sqrt(15)/32 + 7*sqrt(3)/96 }
 { -7/32 - sqrt(5)/32 + sqrt(165)/32 + 7*sqrt(33)/32 , -7*sqrt(11)/32 - sqrt(15)/32 + 7*sqrt(3)/96 + 3*sqrt(55)/32 }
 { -sqrt(5)/16 + sqrt(165)/16 , -7*sqrt(11)/16 + 7*sqrt(3)/48 }
 { sqrt(5)/16 + sqrt(165)/16 , -7*sqrt(11)/16 - 7*sqrt(3)/48 }
 { -sqrt(165)/32 - sqrt(5)/32 + 7/32 + 7*sqrt(33)/32 , sqrt(15)/32 + 7*sqrt(3)/96 + 3*sqrt(55)/32 + 7*sqrt(11)/32 }
 { -7*sqrt(33)/32 - 7/32 + sqrt(5)/32 + sqrt(165)/32 , -7*sqrt(11)/32 - 3*sqrt(55)/32 - 7*sqrt(3)/96 - sqrt(15)/32 }
 { sqrt(5)/32 + 7/32 + sqrt(165)/32 + 7*sqrt(33)/32 , -7*sqrt(11)/32 - 7*sqrt(3)/96 + sqrt(15)/32 + 3*sqrt(55)/32 }
 { -7*sqrt(33)/32 - sqrt(165)/32 - 7/32 - sqrt(5)/32 , -3*sqrt(55)/32 - sqrt(15)/32 + 7*sqrt(3)/96 + 7*sqrt(11)/32 }
 { -sqrt(165)/16 - sqrt(5)/16 , 7*sqrt(3)/48 + 7*sqrt(11)/16 }
 { -7*sqrt(33)/96 - sqrt(165)/32 + 3*sqrt(5)/32 + 7/32 , -7*sqrt(3)/32 - sqrt(55)/32 + sqrt(15)/32 + 7*sqrt(11)/32 }
 { -sqrt(165)/32 - 7/32 + 3*sqrt(5)/32 + 7*sqrt(33)/96 , -7*sqrt(3)/32 - sqrt(15)/32 + sqrt(55)/32 + 7*sqrt(11)/32 }
 { -7*sqrt(33)/96 - 3*sqrt(5)/32 + 7/32 + sqrt(165)/32 , -7*sqrt(11)/32 - sqrt(55)/32 + sqrt(15)/32 + 7*sqrt(3)/32 }
 { -7/32 - 3*sqrt(5)/32 + sqrt(165)/32 + 7*sqrt(33)/96 , -7*sqrt(11)/32 - sqrt(15)/32 + sqrt(55)/32 + 7*sqrt(3)/32 }
 { -7/16 + 7*sqrt(33)/48 , -sqrt(15)/16 + sqrt(55)/16 }
 { 7/16 - 7*sqrt(33)/48 , -sqrt(55)/16 + sqrt(15)/16 }
 { -7*sqrt(33)/96 + sqrt(5)/32 + 7/96 + sqrt(165)/96 , -7*sqrt(11)/96 - sqrt(55)/32 - 7*sqrt(3)/96 + sqrt(15)/96 }
 { -sqrt(165)/96 - 7/96 - sqrt(5)/32 + 7*sqrt(33)/96 , -sqrt(15)/96 + 7*sqrt(3)/96 + sqrt(55)/32 + 7*sqrt(11)/96 }
 { sqrt(5)/16 + 7/16 , -7*sqrt(3)/48 + sqrt(15)/16 }
 { 7/48 - sqrt(165)/48 , sqrt(15)/48 + 7*sqrt(11)/48 }
 { 7/48 + sqrt(165)/48 , -7*sqrt(11)/48 + sqrt(15)/48 }
 { -sqrt(165)/48 - 7/48 , -sqrt(15)/48 + 7*sqrt(11)/48 }
 { -7/96 + sqrt(5)/32 + sqrt(165)/96 + 7*sqrt(33)/96 , -7*sqrt(11)/96 - 7*sqrt(3)/96 - sqrt(15)/96 + sqrt(55)/32 }
 { -7*sqrt(33)/96 - sqrt(165)/96 - sqrt(5)/32 + 7/96 , -sqrt(55)/32 + sqrt(15)/96 + 7*sqrt(3)/96 + 7*sqrt(11)/96 }
 { -7/48 + sqrt(165)/48 , -7*sqrt(11)/48 - sqrt(15)/48 }
 { -sqrt(5)/32 + 7/96 + sqrt(165)/96 + 7*sqrt(33)/96 , -7*sqrt(11)/96 + sqrt(15)/96 + 7*sqrt(3)/96 + sqrt(55)/32 }
 { -7*sqrt(33)/96 - sqrt(165)/96 - 7/96 + sqrt(5)/32 , -sqrt(55)/32 - 7*sqrt(3)/96 - sqrt(15)/96 + 7*sqrt(11)/96 }
 { -7*sqrt(33)/96 - 7/96 - sqrt(5)/32 + sqrt(165)/96 , -7*sqrt(11)/96 - sqrt(55)/32 - sqrt(15)/96 + 7*sqrt(3)/96 }
 { -sqrt(165)/96 + sqrt(5)/32 + 7/96 + 7*sqrt(33)/96 , -7*sqrt(3)/96 + sqrt(15)/96 + sqrt(55)/32 + 7*sqrt(11)/96 }
 { sqrt(5)/8 , -7*sqrt(3)/24 }
 { -7/16 + sqrt(5)/16 , -7*sqrt(3)/48 - sqrt(15)/16 }
 { 7/16 - sqrt(5)/16 , sqrt(15)/16 + 7*sqrt(3)/48 }
 { -7/16 - sqrt(5)/16 , -sqrt(15)/16 + 7*sqrt(3)/48 }
 { -sqrt(5)/8 , 7*sqrt(3)/24 }
 { -7*sqrt(33)/48 + sqrt(5)/8 + 7/16 , -7*sqrt(3)/24 - sqrt(55)/16 + sqrt(15)/16 }
 { -7*sqrt(33)/96 - sqrt(5)/32 + sqrt(165)/32 + 21/32 , -7*sqrt(11)/32 - sqrt(55)/32 + 7*sqrt(3)/96 + 3*sqrt(15)/32 }
 { -7*sqrt(33)/48 - sqrt(5)/8 + 7/16 , -sqrt(55)/16 + sqrt(15)/16 + 7*sqrt(3)/24 }
 { -7*sqrt(33)/96 - sqrt(165)/32 + sqrt(5)/32 + 21/32 , -sqrt(55)/32 - 7*sqrt(3)/96 + 3*sqrt(15)/32 + 7*sqrt(11)/32 }
 { -21/32 - sqrt(5)/32 + sqrt(165)/32 + 7*sqrt(33)/96 , -7*sqrt(11)/32 - 3*sqrt(15)/32 + 7*sqrt(3)/96 + sqrt(55)/32 }
 { -7/16 - sqrt(5)/8 + 7*sqrt(33)/48 , -sqrt(15)/16 + sqrt(55)/16 + 7*sqrt(3)/24 }
 { -7/16 + sqrt(5)/8 + 7*sqrt(33)/48 , -7*sqrt(3)/24 - sqrt(15)/16 + sqrt(55)/16 }
 { -21/32 - sqrt(165)/32 + sqrt(5)/32 + 7*sqrt(33)/96 , -3*sqrt(15)/32 - 7*sqrt(3)/96 + sqrt(55)/32 + 7*sqrt(11)/32 }
 { -7*sqrt(33)/96 - 5*sqrt(5)/32 - 7/32 + sqrt(165)/32 , -7*sqrt(11)/32 - sqrt(55)/32 - sqrt(15)/32 + 35*sqrt(3)/96 }
 { -sqrt(165)/32 + 7/32 + 5*sqrt(5)/32 + 7*sqrt(33)/96 , -35*sqrt(3)/96 + sqrt(15)/32 + sqrt(55)/32 + 7*sqrt(11)/32 }
 { -5*sqrt(5)/32 + 7/32 + sqrt(165)/32 + 7*sqrt(33)/96 , -7*sqrt(11)/32 + sqrt(15)/32 + sqrt(55)/32 + 35*sqrt(3)/96 }
 { -7*sqrt(33)/96 - sqrt(165)/32 - 7/32 + 5*sqrt(5)/32 , -35*sqrt(3)/96 - sqrt(55)/32 - sqrt(15)/32 + 7*sqrt(11)/32 }
 { -7*sqrt(33)/32 - sqrt(165)/32 + 3*sqrt(5)/32 + 21/32 , -3*sqrt(55)/32 - 7*sqrt(3)/32 + 3*sqrt(15)/32 + 7*sqrt(11)/32 }
 { -21/32 - 3*sqrt(5)/32 + sqrt(165)/32 + 7*sqrt(33)/32 , -7*sqrt(11)/32 - 3*sqrt(15)/32 + 7*sqrt(3)/32 + 3*sqrt(55)/32 }
 { -7*sqrt(33)/32 - 3*sqrt(5)/32 + sqrt(165)/32 + 21/32 , -7*sqrt(11)/32 - 3*sqrt(55)/32 + 3*sqrt(15)/32 + 7*sqrt(3)/32 }
 { -21/32 - sqrt(165)/32 + 3*sqrt(5)/32 + 7*sqrt(33)/32 , -7*sqrt(3)/32 - 3*sqrt(15)/32 + 3*sqrt(55)/32 + 7*sqrt(11)/32 }
 { -3*sqrt(5)/16 + sqrt(165)/16 , -7*sqrt(11)/16 + 7*sqrt(3)/16 }
 { -sqrt(165)/16 + 3*sqrt(5)/16 , -7*sqrt(3)/16 + 7*sqrt(11)/16 }
 { -7*sqrt(33)/96 - 35/96 - sqrt(5)/32 + sqrt(165)/96 , -7*sqrt(11)/96 - sqrt(55)/32 - 5*sqrt(15)/96 + 7*sqrt(3)/96 }
 { -sqrt(165)/48 - sqrt(5)/16 + 7/24 , sqrt(15)/24 + 7*sqrt(3)/48 + 7*sqrt(11)/48 }
 { -7*sqrt(33)/96 - 35/96 - sqrt(165)/96 + sqrt(5)/32 , -sqrt(55)/32 - 5*sqrt(15)/96 - 7*sqrt(3)/96 + 7*sqrt(11)/96 }
 { sqrt(5)/16 + sqrt(165)/48 + 7/24 , -7*sqrt(11)/48 - 7*sqrt(3)/48 + sqrt(15)/24 }
 { -sqrt(5)/32 + sqrt(165)/96 + 35/96 + 7*sqrt(33)/96 , -7*sqrt(11)/96 + 7*sqrt(3)/96 + 5*sqrt(15)/96 + sqrt(55)/32 }
 { -7/24 - sqrt(165)/48 - sqrt(5)/16 , -sqrt(15)/24 + 7*sqrt(3)/48 + 7*sqrt(11)/48 }
 { -sqrt(165)/96 + sqrt(5)/32 + 35/96 + 7*sqrt(33)/96 , -7*sqrt(3)/96 + 5*sqrt(15)/96 + sqrt(55)/32 + 7*sqrt(11)/96 }
 { -7/24 + sqrt(5)/16 + sqrt(165)/48 , -7*sqrt(11)/48 - 7*sqrt(3)/48 - sqrt(15)/24 }
 { -7*sqrt(33)/96 - 7/96 + sqrt(165)/96 + 3*sqrt(5)/32 , -7*sqrt(3)/32 - 7*sqrt(11)/96 - sqrt(55)/32 - sqrt(15)/96 }
 { 7/96 + sqrt(165)/96 + 3*sqrt(5)/32 + 7*sqrt(33)/96 , -7*sqrt(3)/32 - 7*sqrt(11)/96 + sqrt(15)/96 + sqrt(55)/32 }
 { -7*sqrt(33)/96 - 3*sqrt(5)/32 - sqrt(165)/96 - 7/96 , -sqrt(55)/32 - sqrt(15)/96 + 7*sqrt(11)/96 + 7*sqrt(3)/32 }
 { -3*sqrt(5)/32 - sqrt(165)/96 + 7/96 + 7*sqrt(33)/96 , sqrt(15)/96 + sqrt(55)/32 + 7*sqrt(11)/96 + 7*sqrt(3)/32 }
 { -7*sqrt(33)/48 + sqrt(5)/16 , -sqrt(55)/16 - 7*sqrt(3)/48 }
 { sqrt(5)/16 + 7*sqrt(33)/48 , -7*sqrt(3)/48 + sqrt(55)/16 }
 { -7*sqrt(33)/48 - sqrt(5)/16 , -sqrt(55)/16 + 7*sqrt(3)/48 }
 { -sqrt(5)/16 + 7*sqrt(33)/48 , 7*sqrt(3)/48 + sqrt(55)/16 }
 { 7/16 - 3*sqrt(5)/16 , sqrt(15)/16 + 7*sqrt(3)/16 }
 { 3*sqrt(5)/16 + 7/16 , -7*sqrt(3)/16 + sqrt(15)/16 }
 { -7/8 , -sqrt(15)/8 }
 { -7/16 + 3*sqrt(5)/16 , -7*sqrt(3)/16 - sqrt(15)/16 }
 { -7/16 - 3*sqrt(5)/16 , -sqrt(15)/16 + 7*sqrt(3)/16 }
 { 7/8 , sqrt(15)/8 }
 { -sqrt(165)/32 + sqrt(5)/32 + 7/32 + 7*sqrt(33)/96 , -7*sqrt(3)/96 + sqrt(15)/32 + sqrt(55)/32 + 7*sqrt(11)/32 }
 { -7*sqrt(33)/96 - 7/32 - sqrt(5)/32 + sqrt(165)/32 , -7*sqrt(11)/32 - sqrt(55)/32 - sqrt(15)/32 + 7*sqrt(3)/96 }
 { -sqrt(165)/32 - 7/32 - sqrt(5)/32 + 7*sqrt(33)/96 , -sqrt(15)/32 + 7*sqrt(3)/96 + sqrt(55)/32 + 7*sqrt(11)/32 }
 { -7*sqrt(33)/96 + sqrt(5)/32 + 7/32 + sqrt(165)/32 , -7*sqrt(11)/32 - sqrt(55)/32 - 7*sqrt(3)/96 + sqrt(15)/32 }
 { -7/32 + sqrt(5)/32 + sqrt(165)/32 + 7*sqrt(33)/96 , -7*sqrt(11)/32 - 7*sqrt(3)/96 - sqrt(15)/32 + sqrt(55)/32 }
 { -sqrt(5)/32 + 7/32 + sqrt(165)/32 + 7*sqrt(33)/96 , -7*sqrt(11)/32 + sqrt(15)/32 + 7*sqrt(3)/96 + sqrt(55)/32 }
 { -7*sqrt(33)/96 - sqrt(165)/32 - sqrt(5)/32 + 7/32 , -sqrt(55)/32 + sqrt(15)/32 + 7*sqrt(3)/96 + 7*sqrt(11)/32 }
 { -7*sqrt(33)/96 - sqrt(165)/32 - 7/32 + sqrt(5)/32 , -sqrt(55)/32 - 7*sqrt(3)/96 - sqrt(15)/32 + 7*sqrt(11)/32 }
 { sqrt(5)/4 , -7*sqrt(3)/12 }
 { 7/8 - sqrt(5)/8 , sqrt(15)/8 + 7*sqrt(3)/24 }
 { -7/8 - sqrt(5)/8 , -sqrt(15)/8 + 7*sqrt(3)/24 }
 { -7/8 + sqrt(5)/8 , -7*sqrt(3)/24 - sqrt(15)/8 }
 { sqrt(5)/8 + 7/8 , -7*sqrt(3)/24 + sqrt(15)/8 }
 { -sqrt(5)/4 , 7*sqrt(3)/12 }
 { -7*sqrt(33)/32 + sqrt(5)/32 + sqrt(165)/32 + 21/32 , -7*sqrt(11)/32 - 3*sqrt(55)/32 - 7*sqrt(3)/96 + 3*sqrt(15)/32 }
 { -21/32 - sqrt(165)/32 - sqrt(5)/32 + 7*sqrt(33)/32 , -3*sqrt(15)/32 + 7*sqrt(3)/96 + 3*sqrt(55)/32 + 7*sqrt(11)/32 }
 { -7*sqrt(33)/32 - sqrt(165)/32 - sqrt(5)/32 + 21/32 , -3*sqrt(55)/32 + 7*sqrt(3)/96 + 3*sqrt(15)/32 + 7*sqrt(11)/32 }
 { -21/32 + sqrt(5)/32 + sqrt(165)/32 + 7*sqrt(33)/32 , -7*sqrt(11)/32 - 3*sqrt(15)/32 - 7*sqrt(3)/96 + 3*sqrt(55)/32 }
